Senator Name,Senator URL,Senator ID,Birth Date,Constituency,Parliamentary Group,Committee Name,Committee URL
PĂUCEAN-FERNANDES Luminița ,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=2b2ea3f2-756e-46d5-acfe-9a41350b7f34,2b2ea3f2-756e-46d5-acfe-9a41350b7f34,06.07.1977,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia pentru învățământ, știință și inovare",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=b6d9d5f8-bf64-44c3-bdbf-12fe7567ba82
PĂUCEAN-FERNANDES Luminița ,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=2b2ea3f2-756e-46d5-acfe-9a41350b7f34,2b2ea3f2-756e-46d5-acfe-9a41350b7f34,06.07.1977,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru sănătate,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7f7c09a7-7ae7-4e99-9018-a9c5774ef858
PǍUN Ana-Cynthia-Ioana,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=a5b8a0d4-4710-4730-a171-9b78349041f6,a5b8a0d4-4710-4730-a171-9b78349041f6,11.04.1987,,Grupul parlamentar al Uniunii Salvați România,"Comisia pentru muncă, familie și protecție socială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7cae207a-3ae5-4cf6-8568-eb3bf69a9b88
PǍUN Ana-Cynthia-Ioana,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=a5b8a0d4-4710-4730-a171-9b78349041f6,a5b8a0d4-4710-4730-a171-9b78349041f6,11.04.1987,,Grupul parlamentar al Uniunii Salvați România,Comisia pentru mediu,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=3bb3386f-054f-4cc4-8374-0b5c3b9a3e12
PEIA Ninel,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=007fdd23-b531-407e-a067-9c3796420c8c,007fdd23-b531-407e-a067-9c3796420c8c,07.10.1969,,Grupul parlamentar al Partidului S.O.S. România,Comisia pentru transporturi și infrastructură,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0f905a32-3397-4e52-b3e1-9ba3319cfcc3
PEIA Ninel,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=007fdd23-b531-407e-a067-9c3796420c8c,007fdd23-b531-407e-a067-9c3796420c8c,07.10.1969,,Grupul parlamentar al Partidului S.O.S. România,"Comisia pentru energie, infrastructură energetică și resurse minerale",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=fce2aea4-104c-4495-a3c1-41a9bd7e5f37
PEIU Grigore-Adrian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=8c196354-6157-46a5-8b04-9d394c7b294d,8c196354-6157-46a5-8b04-9d394c7b294d,25.07.1978,,Grupul parlamentar al Partidului S.O.S. România,Comisia pentru administrație publică,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=c20e16f6-9734-41da-be13-6beb4702be25
PEIU Grigore-Adrian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=8c196354-6157-46a5-8b04-9d394c7b294d,8c196354-6157-46a5-8b04-9d394c7b294d,25.07.1978,,Grupul parlamentar al Partidului S.O.S. România,"Comisia pentru comunicații, tehnologia informației și inteligență artificială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=ef36e8b3-2fb2-43e8-bd6d-1ad040db24b3
PEIU Petrişor-Gabriel,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=05495ace-0730-44d7-b735-9d97285dccf0,05495ace-0730-44d7-b735-9d97285dccf0,29.06.1967,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia pentru buget, finanțe, activitate bancară și piață de capital",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=19d004bb-ad2a-43e6-b258-5495b37aa7af
PEIU Petrişor-Gabriel,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=05495ace-0730-44d7-b735-9d97285dccf0,05495ace-0730-44d7-b735-9d97285dccf0,29.06.1967,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia pentru energie, infrastructură energetică și resurse minerale",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=fce2aea4-104c-4495-a3c1-41a9bd7e5f37
PETRE George-Cezar,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=14e542f2-ee04-444e-b539-9e85135da202,14e542f2-ee04-444e-b539-9e85135da202,26.03.1979,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia economică, industrii, servicii, turism și antreprenoriat",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=3c24f5c4-46d1-4dcd-b035-49c8c90a40a3
PETRE George-Cezar,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=14e542f2-ee04-444e-b539-9e85135da202,14e542f2-ee04-444e-b539-9e85135da202,26.03.1979,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru transporturi și infrastructură,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0f905a32-3397-4e52-b3e1-9ba3319cfcc3
PETREA Dorin-Silviu,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=e49ef80d-fc0b-4ca7-93ef-9ed3840e012a,e49ef80d-fc0b-4ca7-93ef-9ed3840e012a,02.02.1978,,Grupul parlamentar al Partidului S.O.S. România,"Comisia pentru buget, finanțe, activitate bancară și piață de capital",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=19d004bb-ad2a-43e6-b258-5495b37aa7af
PETREA Dorin-Silviu,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=e49ef80d-fc0b-4ca7-93ef-9ed3840e012a,e49ef80d-fc0b-4ca7-93ef-9ed3840e012a,02.02.1978,,Grupul parlamentar al Partidului S.O.S. România,Comisia pentru afaceri europene,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0b43e912-a027-4003-942c-073d8c82af92
PINTEA Paul-Ciprian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=6491a652-0d83-455c-b9a9-a04c0f5194c0,6491a652-0d83-455c-b9a9-a04c0f5194c0,02.11.1987,,Grupul parlamentar al Partidului Oamenilor Tineri,"Comisia pentru buget, finanțe, activitate bancară și piață de capital",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=19d004bb-ad2a-43e6-b258-5495b37aa7af
PINTEA Paul-Ciprian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=6491a652-0d83-455c-b9a9-a04c0f5194c0,6491a652-0d83-455c-b9a9-a04c0f5194c0,02.11.1987,,Grupul parlamentar al Partidului Oamenilor Tineri,Comisia pentru transporturi și infrastructură,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0f905a32-3397-4e52-b3e1-9ba3319cfcc3
PLĂEȘU Laurențiu,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=4ea5e2f9-cd07-4eb4-912e-a1181cc460b1,4ea5e2f9-cd07-4eb4-912e-a1181cc460b1,07.04.1968,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru constituționalitate,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=75fd4832-f4ba-4690-9f6d-5959b0b950fa
POTECǍ Vasilică,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=a5a25b95-3452-4d9d-983b-a1c7a033cfcd,a5a25b95-3452-4d9d-983b-a1c7a033cfcd,01.03.1963,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia pentru buget, finanțe, activitate bancară și piață de capital",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=19d004bb-ad2a-43e6-b258-5495b37aa7af
POTECǍ Vasilică,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=a5a25b95-3452-4d9d-983b-a1c7a033cfcd,a5a25b95-3452-4d9d-983b-a1c7a033cfcd,01.03.1963,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia pentru ape, păduri, pescuit și fond cinegetic",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=842e844e-f500-4afd-adb1-602f37a0266d
POTECǍ Vasilică,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=a5a25b95-3452-4d9d-983b-a1c7a033cfcd,a5a25b95-3452-4d9d-983b-a1c7a033cfcd,01.03.1963,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru administrație publică,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=c20e16f6-9734-41da-be13-6beb4702be25
POTECǍ Vasilică,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=a5a25b95-3452-4d9d-983b-a1c7a033cfcd,a5a25b95-3452-4d9d-983b-a1c7a033cfcd,01.03.1963,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia pentru comunicații, tehnologia informației și inteligență artificială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=ef36e8b3-2fb2-43e8-bd6d-1ad040db24b3
PREDOIU Marian-Cătălin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=979f6165-caa2-4568-abe4-a663a37147fd,979f6165-caa2-4568-abe4-a663a37147fd,27.08.1968,,Grupul parlamentar al Partidului Național Liberal,Comisia pentru politică externă,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=38806053-9772-4798-9c4d-a7508d4358ca
PREDOIU Marian-Cătălin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=979f6165-caa2-4568-abe4-a663a37147fd,979f6165-caa2-4568-abe4-a663a37147fd,27.08.1968,,Grupul parlamentar al Partidului Național Liberal,Comisia pentru afaceri europene,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0b43e912-a027-4003-942c-073d8c82af92
PRESURǍ Alexandra,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=95133353-e40c-4398-bbac-a6d14fcdad54,95133353-e40c-4398-bbac-a6d14fcdad54,16.09.1984,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru afaceri europene,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0b43e912-a027-4003-942c-073d8c82af92
PRESURǍ Alexandra,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=95133353-e40c-4398-bbac-a6d14fcdad54,95133353-e40c-4398-bbac-a6d14fcdad54,16.09.1984,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru administrație publică,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=c20e16f6-9734-41da-be13-6beb4702be25
PUIU Ovidiu,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=c4af4b08-ccb8-4323-8fb2-a7272aff2123,c4af4b08-ccb8-4323-8fb2-a7272aff2123,08.07.1969,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru învățământ, știință și inovare",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=b6d9d5f8-bf64-44c3-bdbf-12fe7567ba82
PUIU Ovidiu,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=c4af4b08-ccb8-4323-8fb2-a7272aff2123,c4af4b08-ccb8-4323-8fb2-a7272aff2123,08.07.1969,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru cultură și media,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=bf3d1ac6-e2d1-4c07-bd5e-b2191548714b
PUIU Ovidiu,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=c4af4b08-ccb8-4323-8fb2-a7272aff2123,c4af4b08-ccb8-4323-8fb2-a7272aff2123,08.07.1969,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru mediu,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=3bb3386f-054f-4cc4-8374-0b5c3b9a3e12
RǍCUCI Claudiu-Vasile,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=082c21cd-dcdb-42bb-9bfd-a871139cb9c5,082c21cd-dcdb-42bb-9bfd-a871139cb9c5,29.04.1971,,Grupul parlamentar al Partidului Național Liberal,"Comisia pentru agricultură, industrie alimentară si dezvoltare rurală",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=fee2c024-fa84-489f-bb69-e3b434e0d5fd
RǍCUCI Claudiu-Vasile,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=082c21cd-dcdb-42bb-9bfd-a871139cb9c5,082c21cd-dcdb-42bb-9bfd-a871139cb9c5,29.04.1971,,Grupul parlamentar al Partidului Național Liberal,Comisia pentru administrație publică,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=c20e16f6-9734-41da-be13-6beb4702be25
RESMERIȚǍ Cornel-Cristian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=e7647515-e32c-4e2d-96ff-ab83e8a93512,e7647515-e32c-4e2d-96ff-ab83e8a93512,26.01.1980,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru energie, infrastructură energetică și resurse minerale",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=fce2aea4-104c-4495-a3c1-41a9bd7e5f37
RESMERIȚǍ Cornel-Cristian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=e7647515-e32c-4e2d-96ff-ab83e8a93512,e7647515-e32c-4e2d-96ff-ab83e8a93512,26.01.1980,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru cercetarea abuzurilor, combaterea corupției și petiții",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=f8ec429d-75f4-4b5b-a199-1eaa5eeace09
ROBE Liviu Sorin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=6e681419-5f69-41cd-85ca-acef5eed2a63,6e681419-5f69-41cd-85ca-acef5eed2a63,28.10.1977,,Grupul parlamentar al Partidului Oamenilor Tineri,Comisia pentru cultură și media,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=bf3d1ac6-e2d1-4c07-bd5e-b2191548714b
ROBE Liviu Sorin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=6e681419-5f69-41cd-85ca-acef5eed2a63,6e681419-5f69-41cd-85ca-acef5eed2a63,28.10.1977,,Grupul parlamentar al Partidului Oamenilor Tineri,Comisia pentru tineret și sport,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=2bd4bd40-5994-40a8-81b7-fcef2df3acfc
ROMAN Marius-Valentin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=3090f662-69b9-4088-94ea-ad1847401b50,3090f662-69b9-4088-94ea-ad1847401b50,22.06.1982,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia pentru ape, păduri, pescuit și fond cinegetic",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=842e844e-f500-4afd-adb1-602f37a0266d
ROMAN Marius-Valentin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=3090f662-69b9-4088-94ea-ad1847401b50,3090f662-69b9-4088-94ea-ad1847401b50,22.06.1982,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru cultură și media,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=bf3d1ac6-e2d1-4c07-bd5e-b2191548714b
RUJAN Ion-Cristinel,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=400f5737-4844-4c7d-98da-aee69c2428d0,400f5737-4844-4c7d-98da-aee69c2428d0,29.10.1972,,Grupul parlamentar al Partidului Social Democrat,"Comisia juridică, de numiri, disciplină, imunități și validări",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=8b2f7bb0-388e-46c7-b3cc-ef38d3968da3
RUJAN Ion-Cristinel,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=400f5737-4844-4c7d-98da-aee69c2428d0,400f5737-4844-4c7d-98da-aee69c2428d0,29.10.1972,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru constituționalitate,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=75fd4832-f4ba-4690-9f6d-5959b0b950fa
RUS Vasile-Ciprian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=e5da6de6-88cd-468a-b161-b32caac784f3,e5da6de6-88cd-468a-b161-b32caac784f3,26.04.1981,,Grupul parlamentar al Uniunii Salvați România,"Comisia juridică, de numiri, disciplină, imunități și validări",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=8b2f7bb0-388e-46c7-b3cc-ef38d3968da3
RUS Vasile-Ciprian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=e5da6de6-88cd-468a-b161-b32caac784f3,e5da6de6-88cd-468a-b161-b32caac784f3,26.04.1981,,Grupul parlamentar al Uniunii Salvați România,"Comisia pentru comunicații, tehnologia informației și inteligență artificială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=ef36e8b3-2fb2-43e8-bd6d-1ad040db24b3
RUSU Ioan-Cristian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=d9cf2a62-6109-4d68-9452-b54d6b4e786f,d9cf2a62-6109-4d68-9452-b54d6b4e786f,21.03.1986,,Grupul parlamentar al Partidului S.O.S. România,"Comisia economică, industrii, servicii, turism și antreprenoriat",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=3c24f5c4-46d1-4dcd-b035-49c8c90a40a3
RUSU Ioan-Cristian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=d9cf2a62-6109-4d68-9452-b54d6b4e786f,d9cf2a62-6109-4d68-9452-b54d6b4e786f,21.03.1986,,Grupul parlamentar al Partidului S.O.S. România,Comisia pentru tineret și sport,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=2bd4bd40-5994-40a8-81b7-fcef2df3acfc
RUSU Petrică Lucian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=3f7d19d2-b8d0-4309-894c-b71561f01985,3f7d19d2-b8d0-4309-894c-b71561f01985,20.06.1984,,Grupul parlamentar al Partidului Național Liberal,Comisia pentru transporturi și infrastructură,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0f905a32-3397-4e52-b3e1-9ba3319cfcc3
RUSU Petrică Lucian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=3f7d19d2-b8d0-4309-894c-b71561f01985,3f7d19d2-b8d0-4309-894c-b71561f01985,20.06.1984,,Grupul parlamentar al Partidului Național Liberal,"Comisia pentru energie, infrastructură energetică și resurse minerale",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=fce2aea4-104c-4495-a3c1-41a9bd7e5f37
RUSU Petrică Lucian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=3f7d19d2-b8d0-4309-894c-b71561f01985,3f7d19d2-b8d0-4309-894c-b71561f01985,20.06.1984,,Grupul parlamentar al Partidului Național Liberal,Comisia pentru tineret și sport,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=2bd4bd40-5994-40a8-81b7-fcef2df3acfc
SANDU Mircea-Ionuț,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=74a1ca6f-7e3c-49ea-b9d7-b8df00bf7766,74a1ca6f-7e3c-49ea-b9d7-b8df00bf7766,07.04.1981,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia pentru muncă, familie și protecție socială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7cae207a-3ae5-4cf6-8568-eb3bf69a9b88
SANDU Mircea-Ionuț,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=74a1ca6f-7e3c-49ea-b9d7-b8df00bf7766,74a1ca6f-7e3c-49ea-b9d7-b8df00bf7766,07.04.1981,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru mediu,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=3bb3386f-054f-4cc4-8374-0b5c3b9a3e12
SAVA Clement,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=988c7a7c-2a4e-476d-bcc0-bcc1d6e5b97b,988c7a7c-2a4e-476d-bcc0-bcc1d6e5b97b,19.10.1976,,Grupul parlamentar al Partidului S.O.S. România,Comisia pentru politică externă,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=38806053-9772-4798-9c4d-a7508d4358ca
SILEGEANU Cătălin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=c7757f24-2d04-42a2-833e-c0a9a821ad71,c7757f24-2d04-42a2-833e-c0a9a821ad71,13.05.1984,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia economică, industrii, servicii, turism și antreprenoriat",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=3c24f5c4-46d1-4dcd-b035-49c8c90a40a3
SILEGEANU Cătălin,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=c7757f24-2d04-42a2-833e-c0a9a821ad71,c7757f24-2d04-42a2-833e-c0a9a821ad71,13.05.1984,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru transporturi și infrastructură,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0f905a32-3397-4e52-b3e1-9ba3319cfcc3
SPAU Dumitru,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=f34848d5-327a-4e34-80dd-c28eb44c8d98,f34848d5-327a-4e34-80dd-c28eb44c8d98,18.11.1978,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia pentru agricultură, industrie alimentară si dezvoltare rurală",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=fee2c024-fa84-489f-bb69-e3b434e0d5fd
SPǍTARU Elena-Simona,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=60bce7c1-fb2b-4f29-9c74-0b37c64a7611,60bce7c1-fb2b-4f29-9c74-0b37c64a7611,04.09.1978,,Grupul parlamentar al Uniunii Salvați România,"Comisia juridică, de numiri, disciplină, imunități și validări",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=8b2f7bb0-388e-46c7-b3cc-ef38d3968da3
SPǍTARU Elena-Simona,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=60bce7c1-fb2b-4f29-9c74-0b37c64a7611,60bce7c1-fb2b-4f29-9c74-0b37c64a7611,04.09.1978,,Grupul parlamentar al Uniunii Salvați România,Comisia pentru constituționalitate,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=75fd4832-f4ba-4690-9f6d-5959b0b950fa
SPǍTARU Elena-Simona,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=60bce7c1-fb2b-4f29-9c74-0b37c64a7611,60bce7c1-fb2b-4f29-9c74-0b37c64a7611,04.09.1978,,Grupul parlamentar al Uniunii Salvați România,Comisia pentru politică externă,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=38806053-9772-4798-9c4d-a7508d4358ca
STAN Ioan,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=259a81f5-9971-4b56-b1b5-c4230980bcd3,259a81f5-9971-4b56-b1b5-c4230980bcd3,03.03.1956,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru românii de pretutindeni,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=a3ba8a6b-8b59-47b1-8932-0d30b5f7add1
STAN Ioan,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=259a81f5-9971-4b56-b1b5-c4230980bcd3,259a81f5-9971-4b56-b1b5-c4230980bcd3,03.03.1956,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru cercetarea abuzurilor, combaterea corupției și petiții",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=f8ec429d-75f4-4b5b-a199-1eaa5eeace09
STǍNESCU Paul,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=cd69820b-804d-42bf-be94-c567a0efd41b,cd69820b-804d-42bf-be94-c567a0efd41b,25.08.1957,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru agricultură, industrie alimentară si dezvoltare rurală",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=fee2c024-fa84-489f-bb69-e3b434e0d5fd
STELEA Niculina,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=5aa76a32-f2f8-42c0-a868-c5afa29fc744,5aa76a32-f2f8-42c0-a868-c5afa29fc744,07.01.1965,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia pentru buget, finanțe, activitate bancară și piață de capital",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=19d004bb-ad2a-43e6-b258-5495b37aa7af
STELEA Niculina,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=5aa76a32-f2f8-42c0-a868-c5afa29fc744,5aa76a32-f2f8-42c0-a868-c5afa29fc744,07.01.1965,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru administrație publică,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=c20e16f6-9734-41da-be13-6beb4702be25
STELEA Niculina,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=5aa76a32-f2f8-42c0-a868-c5afa29fc744,5aa76a32-f2f8-42c0-a868-c5afa29fc744,07.01.1965,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia pentru drepturile omului, egalitate de șanse, culte și minorități",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=1d044a32-1bad-4adf-925e-0abab63af58a
STOICA Ciprian-Titi,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=1969fbc4-5c74-4b09-afd6-cb64347549de,1969fbc4-5c74-4b09-afd6-cb64347549de,01.05.1982,,Grupul parlamentar Alianța pentru Unirea Românilor,Comisia pentru afaceri europene,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=0b43e912-a027-4003-942c-073d8c82af92
STOICA Ciprian-Titi,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=1969fbc4-5c74-4b09-afd6-cb64347549de,1969fbc4-5c74-4b09-afd6-cb64347549de,01.05.1982,,Grupul parlamentar Alianța pentru Unirea Românilor,"Comisia pentru cercetarea abuzurilor, combaterea corupției și petiții",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=f8ec429d-75f4-4b5b-a199-1eaa5eeace09
STOICIU Victoria,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=0317f068-49ad-4541-87d4-cc589aef437f,0317f068-49ad-4541-87d4-cc589aef437f,14.05.1979,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru muncă, familie și protecție socială",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=7cae207a-3ae5-4cf6-8568-eb3bf69a9b88
STOICIU Victoria,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=0317f068-49ad-4541-87d4-cc589aef437f,0317f068-49ad-4541-87d4-cc589aef437f,14.05.1979,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru învățământ, știință și inovare",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=b6d9d5f8-bf64-44c3-bdbf-12fe7567ba82
STOICIU Victoria,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=0317f068-49ad-4541-87d4-cc589aef437f,0317f068-49ad-4541-87d4-cc589aef437f,14.05.1979,,Grupul parlamentar al Partidului Social Democrat,"Comisia pentru drepturile omului, egalitate de șanse, culte și minorități",https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=1d044a32-1bad-4adf-925e-0abab63af58a
STREINU CERCEL Adrian,https://www.senat.ro/FisaSenator.aspx?ParlamentarID=075d383a-42a1-44d5-989f-cc686356d066,075d383a-42a1-44d5-989f-cc686356d066,30.08.1956,,Grupul parlamentar al Partidului Social Democrat,Comisia pentru politică externă,https://www.senat.ro/ComponentaComisii.aspx?Zi=&ComisieID=38806053-9772-4798-9c4d-a7508d4358ca
